DATO:,GEBYRER:,TERMINBELOP:,RENTER:,AVDRAG:,RESTBELOP:
Thu Jan 01 2037 01:00:00 GMT+0100 (GMT+01:00),30,54351.92544438141,25586.293260473365,28735.632183908045,4137931.034482722
Sun Feb 01 2037 01:00:00 GMT+0100 (GMT+01:00),30,54245.08423870234,25479.452054794292,28735.632183908045,4109195.402298814
Sun Mar 01 2037 01:00:00 GMT+0100 (GMT+01:00),30,51619.51346244666,22853.88127853861,28735.632183908045,4080459.770114906
Wed Apr 01 2037 02:00:00 GMT+0200 (GMT+02:00),30,53891.20296016353,25125.570776255485,28735.632183908045,4051724.137930998
Fri May 01 2037 02:00:00 GMT+0200 (GMT+02:00),30,52909.46780034618,24143.835616438137,28735.632183908045,4022988.50574709
Mon Jun 01 2037 02:00:00 GMT+0200 (GMT+02:00),30,53537.321681624715,24771.68949771667,28735.632183908045,3994252.873563182
Wed Jul 01 2037 02:00:00 GMT+0200 (GMT+02:00),30,52567.00204692152,23801.369863013482,28735.632183908045,3965517.241379274
Sat Aug 01 2037 02:00:00 GMT+0200 (GMT+02:00),30,53183.4404030859,24417.808219177852,28735.632183908045,3936781.609195366
Tue Sep 01 2037 02:00:00 GMT+0200 (GMT+02:00),30,53006.49976381649,24240.86757990845,28735.632183908045,3908045.977011458
Thu Oct 01 2037 02:00:00 GMT+0200 (GMT+02:00),30,52053.30341678454,23287.671232876495,28735.632183908045,3879310.34482755
Sun Nov 01 2037 01:00:00 GMT+0100 (GMT+01:00),30,52652.618485277686,23886.98630136964,28735.632183908045,3850574.712643642
Tue Dec 01 2037 01:00:00 GMT+0100 (GMT+01:00),30,51710.83766335988,22945.205479451834,28735.632183908045,3821839.080459734
Fri Jan 01 2038 01:00:00 GMT+0100 (GMT+01:00),30,52298.737206738864,23533.105022830823,28735.632183908045,3793103.448275826
Mon Feb 01 2038 01:00:00 GMT+0100 (GMT+01:00),30,52121.796567469464,23356.16438356142,28735.632183908045,3764367.816091918
Mon Mar 01 2038 01:00:00 GMT+0100 (GMT+01:00),30,49701.705243268574,20936.073059360526,28735.632183908045,3735632.18390801
Thu Apr 01 2038 02:00:00 GMT+0200 (GMT+02:00),30,51767.91528893066,23002.28310502261,28735.632183908045,3706896.551724102
Sat May 01 2038 02:00:00 GMT+0200 (GMT+02:00),30,50854.67327979824,22089.041095890196,28735.632183908045,3678160.919540194
Tue Jun 01 2038 02:00:00 GMT+0200 (GMT+02:00),30,51414.03401039184,22648.401826483794,28735.632183908045,3649425.287356286
Thu Jul 01 2038 02:00:00 GMT+0200 (GMT+02:00),30,50512.20752637358,21746.575342465538,28735.632183908045,3620689.655172378
Sun Aug 01 2038 02:00:00 GMT+0200 (GMT+02:00),30,51060.15273185303,22294.520547944983,28735.632183908045,3591954.02298847
Wed Sep 01 2038 02:00:00 GMT+0200 (GMT+02:00),30,50883.21209258362,22117.579908675576,28735.632183908045,3563218.390804562
Fri Oct 01 2038 02:00:00 GMT+0200 (GMT+02:00),30,49998.5088962366,21232.876712328554,28735.632183908045,3534482.7586206538
Mon Nov 01 2038 01:00:00 GMT+0100 (GMT+01:00),30,50529.330814044806,21763.698630136765,28735.632183908045,3505747.1264367457
Wed Dec 01 2038 01:00:00 GMT+0100 (GMT+01:00),30,49656.043142811934,20890.410958903893,28735.632183908045,3477011.4942528377
Sat Jan 01 2039 01:00:00 GMT+0100 (GMT+01:00),30,50175.44953550599,21409.81735159795,28735.632183908045,3448275.8620689297
Tue Feb 01 2039 01:00:00 GMT+0100 (GMT+01:00),30,49998.508896236584,21232.876712328543,28735.632183908045,3419540.2298850217
Tue Mar 01 2039 01:00:00 GMT+0100 (GMT+01:00),30,47783.89702409049,19018.264840182448,28735.632183908045,3390804.5977011137
Fri Apr 01 2039 02:00:00 GMT+0200 (GMT+02:00),30,49644.62761769778,20878.995433789732,28735.632183908045,3362068.9655172057
Sun May 01 2039 02:00:00 GMT+0200 (GMT+02:00),30,48799.87875925029,20034.24657534225,28735.632183908045,3333333.3333332976
Wed Jun 01 2039 02:00:00 GMT+0200 (GMT+02:00),30,49290.74633915897,20525.11415525092,28735.632183908045,3304597.7011493896
Fri Jul 01 2039 02:00:00 GMT+0200 (GMT+02:00),30,48457.41300582564,19691.780821917593,28735.632183908045,3275862.0689654816
Mon Aug 01 2039 02:00:00 GMT+0200 (GMT+02:00),30,48936.865060620155,20171.232876712107,28735.632183908045,3247126.4367815736
Thu Sep 01 2039 02:00:00 GMT+0200 (GMT+02:00),30,48759.92442135075,19994.2922374427,28735.632183908045,3218390.8045976656
Sat Oct 01 2039 02:00:00 GMT+0200 (GMT+02:00),30,47943.71437568865,19178.08219178061,28735.632183908045,3189655.1724137575
Tue Nov 01 2039 01:00:00 GMT+0100 (GMT+01:00),30,48406.043142811934,19640.41095890389,28735.632183908045,3160919.5402298495
Thu Dec 01 2039 01:00:00 GMT+0100 (GMT+01:00),30,47601.248622264,18835.61643835595,28735.632183908045,3132183.9080459415
Sun Jan 01 2040 01:00:00 GMT+0100 (GMT+01:00),30,48052.16186427312,19286.529680365078,28735.632183908045,3103448.2758620335
Wed Feb 01 2040 01:00:00 GMT+0100 (GMT+01:00),30,47823.00923308815,19057.377049180108,28735.632183908045,3074712.6436781255
Thu Mar 01 2040 01:00:00 GMT+0100 (GMT+01:00),30,46428.42817662186,17662.79599271382,28735.632183908045,3045977.0114942174
Sun Apr 01 2040 02:00:00 GMT+0200 (GMT+02:00),30,47470.09484328852,18704.462659380475,28735.632183908045,3017241.3793103094
Tue May 01 2040 02:00:00 GMT+0200 (GMT+02:00),30,46695.96005276029,17930.327868852248,28735.632183908045,2988505.7471264014
Fri Jun 01 2040 02:00:00 GMT+0200 (GMT+02:00),30,47117.18045348888,18351.54826958084,28735.632183908045,2959770.1149424934
Sun Jul 01 2040 02:00:00 GMT+0200 (GMT+02:00),30,46354.42999811548,17588.79781420744,28735.632183908045,2931034.4827585854
Wed Aug 01 2040 02:00:00 GMT+0200 (GMT+02:00),30,46764.26606368924,17998.6338797812,28735.632183908045,2902298.8505746773
Sat Sep 01 2040 02:00:00 GMT+0200 (GMT+02:00),30,46587.80886878943,17822.176684881382,28735.632183908045,2873563.2183907693
Mon Oct 01 2040 02:00:00 GMT+0200 (GMT+02:00),30,45842.13491614827,17076.502732240227,28735.632183908045,2844827.5862068613
Thu Nov 01 2040 01:00:00 GMT+0100 (GMT+01:00),30,46234.894478989794,17469.26229508175,28735.632183908045,2816091.9540229533
Sat Dec 01 2040 01:00:00 GMT+0100 (GMT+01:00),30,45500.60486150346,16734.972677595415,28735.632183908045,2787356.3218390453
Tue Jan 01 2041 01:00:00 GMT+0100 (GMT+01:00),30,45881.98008919016,17116.347905282117,28735.632183908045,2758620.6896551372
Fri Feb 01 2041 01:00:00 GMT+0100 (GMT+01:00),30,45751.93355377084,16986.301369862795,28735.632183908045,2729885.057471229
Fri Mar 01 2041 01:00:00 GMT+0100 (GMT+01:00),30,43948.280585734334,15182.648401826285,28735.632183908045,2701149.425287321
Mon Apr 01 2041 02:00:00 GMT+0200 (GMT+02:00),30,45398.052275232025,16632.420091323984,28735.632183908045,2672413.793103413
Wed May 01 2041 02:00:00 GMT+0200 (GMT+02:00),30,44690.28971815441,15924.657534246364,28735.632183908045,2643678.160919505
Sat Jun 01 2041 02:00:00 GMT+0200 (GMT+02:00),30,45044.17099669322,16278.538812785171,28735.632183908045,2614942.528735597
Mon Jul 01 2041 02:00:00 GMT+0200 (GMT+02:00),30,44347.82396472975,15582.19178082171,28735.632183908045,2586206.896551689
Thu Aug 01 2041 02:00:00 GMT+0200 (GMT+02:00),30,44690.2897181544,15924.657534246358,28735.632183908045,2557471.264367781
Sun Sep 01 2041 02:00:00 GMT+0200 (GMT+02:00),30,44513.349078884996,15747.716894976953,28735.632183908045,2528735.632183873
Tue Oct 01 2041 02:00:00 GMT+0200 (GMT+02:00),30,43834.12533459277,15068.493150684722,28735.632183908045,2499999.999999965
Fri Nov 01 2041 01:00:00 GMT+0100 (GMT+01:00),30,44159.46780034619,15393.83561643814,28735.632183908045,2471264.367816057
Sun Dec 01 2041 01:00:00 GMT+0100 (GMT+01:00),30,43491.65958116811,14726.027397260066,28735.632183908045,2442528.735632149
Wed Jan 01 2042 01:00:00 GMT+0100 (GMT+01:00),30,43805.586521807374,15039.954337899328,28735.632183908045,2413793.103448241
Sat Feb 01 2042 01:00:00 GMT+0100 (GMT+01:00),30,43628.64588253797,14863.013698629922,28735.632183908045,2385057.471264333
Sat Mar 01 2042 01:00:00 GMT+0100 (GMT+01:00),30,42030.47236655625,13264.840182648208,28735.632183908045,2356321.839080425
Tue Apr 01 2042 02:00:00 GMT+0200 (GMT+02:00),30,43274.76460399915,14509.132420091111,28735.632183908045,2327586.206896517
Thu May 01 2042 02:00:00 GMT+0200 (GMT+02:00),30,42635.49519760646,13869.863013698421,28735.632183908045,2298850.574712609
Sun Jun 01 2042 02:00:00 GMT+0200 (GMT+02:00),30,42920.88332546034,14155.251141552295,28735.632183908045,2270114.942528701
Tue Jul 01 2042 02:00:00 GMT+0200 (GMT+02:00),30,42293.02944418181,13527.397260273765,28735.632183908045,2241379.310344793
Fri Aug 01 2042 02:00:00 GMT+0200 (GMT+02:00),30,42567.00204692153,13801.369863013484,28735.632183908045,2212643.678160885
Mon Sep 01 2042 02:00:00 GMT+0200 (GMT+02:00),30,42390.06140765212,13624.429223744079,28735.632183908045,2183908.045976977
Wed Oct 01 2042 02:00:00 GMT+0200 (GMT+02:00),30,41779.33081404482,13013.69863013678,28735.632183908045,2155172.413793069
Sat Nov 01 2042 01:00:00 GMT+0100 (GMT+01:00),30,42036.18012911331,13270.547945205264,28735.632183908045,2126436.781609161
Mon Dec 01 2042 01:00:00 GMT+0100 (GMT+01:00),30,41436.86506062017,12671.232876712123,28735.632183908045,2097701.149425253
Thu Jan 01 2043 01:00:00 GMT+0100 (GMT+01:00),30,41682.298850574494,12916.666666666451,28735.632183908045,2068965.5172413448
Sun Feb 01 2043 01:00:00 GMT+0100 (GMT+01:00),30,41505.358211305094,12739.726027397048,28735.632183908045,2040229.8850574368
Sun Mar 01 2043 01:00:00 GMT+0100 (GMT+01:00),30,40112.66414737817,11347.031963470126,28735.632183908045,2011494.2528735287
Wed Apr 01 2043 02:00:00 GMT+0200 (GMT+02:00),30,41151.47693276628,12385.844748858233,28735.632183908045,1982758.6206896207
Fri May 01 2043 02:00:00 GMT+0200 (GMT+02:00),30,40580.70067705852,11815.068493150478,28735.632183908045,1954022.9885057127
Mon Jun 01 2043 02:00:00 GMT+0200 (GMT+02:00),30,40797.595654227465,12031.963470319422,28735.632183908045,1925287.3563218047
Wed Jul 01 2043 02:00:00 GMT+0200 (GMT+02:00),30,40238.23492363386,11472.602739725822,28735.632183908045,1896551.7241378967
Sat Aug 01 2043 02:00:00 GMT+0200 (GMT+02:00),30,40443.71437568865,11678.08219178061,28735.632183908045,1867816.0919539887
Tue Sep 01 2043 02:00:00 GMT+0200 (GMT+02:00),30,40266.77373641924,11501.141552511202,28735.632183908045,1839080.4597700806
Thu Oct 01 2043 02:00:00 GMT+0200 (GMT+02:00),30,39724.53629349688,10958.904109588837,28735.632183908045,1810344.8275861726
Sun Nov 01 2043 01:00:00 GMT+0100 (GMT+01:00),30,39912.892457880436,11147.26027397239,28735.632183908045,1781609.1954022646
Tue Dec 01 2043 01:00:00 GMT+0100 (GMT+01:00),30,39382.07054007222,10616.438356164177,28735.632183908045,1752873.5632183566
Fri Jan 01 2044 01:00:00 GMT+0100 (GMT+01:00),30,39559.01117934162,10793.378995433577,28735.632183908045,1724137.9310344486
Mon Feb 01 2044 01:00:00 GMT+0100 (GMT+01:00),30,39353.06387789691,10587.431693988861,28735.632183908045,1695402.2988505405
Tue Mar 01 2044 01:00:00 GMT+0100 (GMT+01:00),30,38504.93090886231,9739.298724954266,28735.632183908045,1666666.6666666325
Fri Apr 01 2044 02:00:00 GMT+0200 (GMT+02:00),30,39000.14948809727,10234.517304189225,28735.632183908045,1637931.0344827245
Sun May 01 2044 02:00:00 GMT+0200 (GMT+02:00),30,38499.23874128489,9733.606557376846,28735.632183908045,1609195.4022988165
Wed Jun 01 2044 02:00:00 GMT+0200 (GMT+02:00),30,38647.235098297635,9881.602914389588,28735.632183908045,1580459.7701149085
Fri Jul 01 2044 02:00:00 GMT+0200 (GMT+02:00),30,38157.70868664008,9392.076502732038,28735.632183908045,1551724.1379310004
Mon Aug 01 2044 02:00:00 GMT+0200 (GMT+02:00),30,38294.320708498,9528.688524589956,28735.632183908045,1522988.5057470924
Thu Sep 01 2044 02:00:00 GMT+0200 (GMT+02:00),30,38117.86351359818,9352.231329690137,28735.632183908045,1494252.8735631844
Sat Oct 01 2044 02:00:00 GMT+0200 (GMT+02:00),30,37645.41360467287,8879.781420764824,28735.632183908045,1465517.2413792764
Tue Nov 01 2044 01:00:00 GMT+0100 (GMT+01:00),30,37764.94912379855,8999.316939890501,28735.632183908045,1436781.6091953684
Thu Dec 01 2044 01:00:00 GMT+0100 (GMT+01:00),30,37303.88355002806,8538.251366120016,28735.632183908045,1408045.9770114603
Sun Jan 01 2045 01:00:00 GMT+0100 (GMT+01:00),30,37412.03473399891,8646.402550090866,28735.632183908045,1379310.3448275523
Wed Feb 01 2045 01:00:00 GMT+0100 (GMT+01:00),30,37258.78286883934,8493.150684931297,28735.632183908045,1350574.7126436443
Wed Mar 01 2045 01:00:00 GMT+0100 (GMT+01:00),30,36277.04770902201,7511.415525113967,28735.632183908045,1321839.0804597363
Sat Apr 01 2045 02:00:00 GMT+0200 (GMT+02:00),30,36904.90159030053,8139.269406392485,28735.632183908045,1293103.4482758283
Mon May 01 2045 02:00:00 GMT+0200 (GMT+02:00),30,36471.11163596264,7705.479452054593,28735.632183908045,1264367.8160919202
Thu Jun 01 2045 02:00:00 GMT+0200 (GMT+02:00),30,36551.02031176172,7785.388127853673,28735.632183908045,1235632.1839080122
Sat Jul 01 2045 02:00:00 GMT+0200 (GMT+02:00),30,36128.64588253798,7363.013698629936,28735.632183908045,1206896.5517241042
Tue Aug 01 2045 02:00:00 GMT+0200 (GMT+02:00),30,36197.139033222906,7431.506849314861,28735.632183908045,1178160.9195401962
Fri Sep 01 2045 02:00:00 GMT+0200 (GMT+02:00),30,36020.1983939535,7254.566210045454,28735.632183908045,1149425.2873562882
Sun Oct 01 2045 02:00:00 GMT+0200 (GMT+02:00),30,35614.94725240099,6849.31506849295,28735.632183908045,1120689.6551723802
Wed Nov 01 2045 01:00:00 GMT+0100 (GMT+01:00),30,35666.317115414684,6900.684931506642,28735.632183908045,1091954.0229884721
Fri Dec 01 2045 01:00:00 GMT+0100 (GMT+01:00),30,35272.48149897634,6506.8493150682925,28735.632183908045,1063218.390804564
Mon Jan 01 2046 01:00:00 GMT+0100 (GMT+01:00),30,35312.43583687588,6546.803652967829,28735.632183908045,1034482.7586206561
Thu Feb 01 2046 01:00:00 GMT+0100 (GMT+01:00),30,35135.49519760647,6369.863013698423,28735.632183908045,1005747.1264367481
Thu Mar 01 2046 01:00:00 GMT+0100 (GMT+01:00),30,34359.23948984393,5593.607305935886,28735.632183908045,977011.49425284
Sun Apr 01 2046 02:00:00 GMT+0200 (GMT+02:00),30,34781.613919067655,6015.98173515961,28735.632183908045,948275.862068932
Tue May 01 2046 02:00:00 GMT+0200 (GMT+02:00),30,34416.31711541469,5650.684931506649,28735.632183908045,919540.229885024
Fri Jun 01 2046 02:00:00 GMT+0200 (GMT+02:00),30,34427.73264052884,5662.1004566207985,28735.632183908045,890804.597701116
Sun Jul 01 2046 02:00:00 GMT+0200 (GMT+02:00),30,34073.85136199003,5308.219178081992,28735.632183908045,862068.965517208
Wed Aug 01 2046 02:00:00 GMT+0200 (GMT+02:00),30,34073.85136199003,5308.219178081987,28735.632183908045,833333.3333333
Sat Sep 01 2046 02:00:00 GMT+0200 (GMT+02:00),30,33896.910722720626,5131.278538812579,28735.632183908045,804597.7011493919
Mon Oct 01 2046 02:00:00 GMT+0200 (GMT+02:00),30,33560.15273185305,4794.520547945006,28735.632183908045,775862.0689654839
Thu Nov 01 2046 01:00:00 GMT+0100 (GMT+01:00),30,33543.02944418181,4777.397260273768,28735.632183908045,747126.4367815759
Sat Dec 01 2046 01:00:00 GMT+0100 (GMT+01:00),30,33217.68697842839,4452.05479452035,28735.632183908045,718390.8045976679
Tue Jan 01 2047 01:00:00 GMT+0100 (GMT+01:00),30,33189.148165643,4423.515981734955,28735.632183908045,689655.1724137599
Fri Feb 01 2047 01:00:00 GMT+0100 (GMT+01:00),30,33012.20752637359,4246.575342465549,28735.632183908045,660919.5402298518
Fri Mar 01 2047 01:00:00 GMT+0100 (GMT+01:00),30,32441.43127066585,3675.7990867578055,28735.632183908045,632183.9080459438
Mon Apr 01 2047 02:00:00 GMT+0200 (GMT+02:00),30,32658.326247834782,3892.6940639267364,28735.632183908045,603448.2758620358
Wed May 01 2047 02:00:00 GMT+0200 (GMT+02:00),30,32361.52259486675,3595.890410958706,28735.632183908045,574712.6436781278
Sat Jun 01 2047 02:00:00 GMT+0200 (GMT+02:00),30,32304.444969295968,3538.812785387924,28735.632183908045,545977.0114942198
Mon Jul 01 2047 02:00:00 GMT+0200 (GMT+02:00),30,32019.056841442092,3253.4246575340485,28735.632183908045,517241.37931031175
Thu Aug 01 2047 02:00:00 GMT+0200 (GMT+02:00),30,31950.563690757157,3184.9315068491114,28735.632183908045,488505.74712640373
Sun Sep 01 2047 02:00:00 GMT+0200 (GMT+02:00),30,31773.62305148775,3007.990867579705,28735.632183908045,459770.1149424957
Tue Oct 01 2047 02:00:00 GMT+0200 (GMT+02:00),30,31505.35821130511,2739.7260273970633,28735.632183908045,431034.4827585877
Fri Nov 01 2047 01:00:00 GMT+0100 (GMT+01:00),30,31419.74177294894,2654.109589040893,28735.632183908045,402298.8505746797
Sun Dec 01 2047 01:00:00 GMT+0100 (GMT+01:00),30,31162.89245788045,2397.260273972406,28735.632183908045,373563.21839077165
Wed Jan 01 2048 01:00:00 GMT+0100 (GMT+01:00),30,31065.860494410124,2300.22831050208,28735.632183908045,344827.58620686363
Sat Feb 01 2048 01:00:00 GMT+0100 (GMT+01:00),30,30883.118522705656,2117.486338797612,28735.632183908045,316091.9540229556
Sun Mar 01 2048 01:00:00 GMT+0100 (GMT+01:00),30,30581.433641102754,1815.8014571947108,28735.632183908045,287356.3218390476
Wed Apr 01 2048 02:00:00 GMT+0200 (GMT+02:00),30,30530.204132906023,1764.5719489979765,28735.632183908045,258620.68965513955
Fri May 01 2048 02:00:00 GMT+0200 (GMT+02:00),30,30302.51742980949,1536.885245901444,28735.632183908045,229885.0574712315
Mon Jun 01 2048 02:00:00 GMT+0200 (GMT+02:00),30,30177.289743106387,1411.6575591983408,28735.632183908045,201149.42528732345
Wed Jul 01 2048 02:00:00 GMT+0200 (GMT+02:00),30,29960.98737516468,1195.3551912566352,28735.632183908045,172413.7931034154
Sat Aug 01 2048 02:00:00 GMT+0200 (GMT+02:00),30,29824.37535330675,1058.7431693987053,28735.632183908045,143678.16091950735
Tue Sep 01 2048 02:00:00 GMT+0200 (GMT+02:00),30,29647.918158406934,882.2859744988874,28735.632183908045,114942.5287355993
Thu Oct 01 2048 02:00:00 GMT+0200 (GMT+02:00),30,29448.692293197466,683.060109289422,28735.632183908045,86206.89655169126
Sun Nov 01 2048 01:00:00 GMT+0100 (GMT+01:00),30,29295.003768607297,529.3715846992516,28735.632183908045,57471.26436778321
Tue Dec 01 2048 01:00:00 GMT+0100 (GMT+01:00),30,29107.162238552657,341.5300546446133,28735.632183908045,28735.632183875165
Fri Jan 01 2049 01:00:00 GMT+0100 (GMT+01:00),30,28942.08937880766,176.45719489961593,28735.632183908045,0
